origin,destination,year,students
Madagascar,Canada,2019,192
Madagascar,Canada,2020,228
Madagascar,Canada,2021,237
Algeria,Serbia,2017,3
Algeria,Serbia,2018,5
Algeria,Serbia,2019,5
Algeria,Serbia,2020,4
Algeria,Serbia,2021,7
Burundi,Austria,2017,4
Burundi,Austria,2018,6.5
Burundi,Austria,2019,5
Burundi,Austria,2020,4
Burundi,Austria,2021,5
Democratic Republic of Congo,Portugal,2017,8
Democratic Republic of Congo,Portugal,2018,7
Democratic Republic of Congo,Portugal,2019,10
Democratic Republic of Congo,Portugal,2020,11
Democratic Republic of Congo,Portugal,2021,18
Eritrea,Rwanda,2018,2
Eritrea,Rwanda,2019,1
Eritrea,Rwanda,2020,3
Ethiopia,Sweden,2017,171
Ethiopia,Sweden,2018,206
Ethiopia,Sweden,2019,143.46523
Ethiopia,Sweden,2020,130.03334
Ethiopia,Sweden,2021,138.06236
Lesotho,Denmark,2017,2
Lesotho,Denmark,2018,2
Lesotho,Denmark,2019,2
Lesotho,Denmark,2020,1
Liberia,Belarus,2021,1
Burkina Faso,Japan,2017,15
Burkina Faso,Japan,2018,23
Burkina Faso,Japan,2019,27
Burkina Faso,Japan,2020,20
Burkina Faso,Japan,2021,22
Burundi,Brazil,2017,12
Burundi,Brazil,2018,12
Burundi,Brazil,2019,9
Burundi,Brazil,2020,9
Burundi,Brazil,2021,8
Central African Republic,Georgia,2020,1
Chad,Niger,2017,627
Chad,Niger,2018,900
Chad,Niger,2019,910
Lesotho,United Kingdom,2017,16
Lesotho,United Kingdom,2018,19
Lesotho,United Kingdom,2019,14
Lesotho,United Kingdom,2020,20
Lesotho,United Kingdom,2021,19
Eritrea,Ecuador,2019,1
Côte d'Ivoire,Malaysia,2017,9
Côte d'Ivoire,Malaysia,2019,3
Côte d'Ivoire,Malaysia,2020,39
Côte d'Ivoire,Malaysia,2021,14
Chad,Ghana,2017,61
Chad,Ghana,2018,34
Chad,Ghana,2019,34
Chad,Ghana,2020,31
Chad,Ghana,2021,28
Ghana,Oman,2017,4
Ghana,Oman,2018,4
Ghana,Oman,2019,4
Ghana,Oman,2020,2
Ghana,Oman,2021,4
Cape Verde,Finland,2019,1
Cape Verde,Finland,2020,1
Cape Verde,Finland,2021,1
Congo,Lithuania,2018,3
Congo,Lithuania,2019,1
Congo,Lithuania,2020,3
Congo,Lithuania,2021,1
Libya,Iran,2018,1
Libya,Iran,2019,1
Libya,Iran,2020,1
Cameroon,Sweden,2017,51
Cameroon,Sweden,2018,56
Cameroon,Sweden,2019,70.52038
Cameroon,Sweden,2020,115.5715
Cameroon,Sweden,2021,135.47631
Egypt,Hungary,2017,190
Egypt,Hungary,2018,271
Egypt,Hungary,2019,410
Egypt,Hungary,2020,534
Egypt,Hungary,2021,633
Ghana,Australia,2017,439
Ghana,Australia,2018,526
Ghana,Australia,2019,561
Ghana,Australia,2020,466
Ghana,Australia,2021,382
Lesotho,Portugal,2017,2
Lesotho,Portugal,2020,1
Lesotho,Portugal,2021,2
Burundi,Netherlands,2017,7
Burundi,Netherlands,2018,7
Burundi,Netherlands,2019,5
Congo,Iceland,2019,1
Congo,Iceland,2020,1
Congo,Iceland,2021,1
Ghana,Dominican Republic,2017,1
Kenya,Jordan,2019,1
Kenya,Jordan,2020,1
Liberia,United States of America,2017,242.62529
Liberia,United States of America,2018,287.45503
Liberia,United States of America,2020,280.51442
Liberia,United States of America,2021,243.00379
Central African Republic,Romania,2017,3
Central African Republic,Romania,2018,1
Central African Republic,Romania,2019,1
Central African Republic,Romania,2020,1
Central African Republic,Romania,2021,2
Ethiopia,Germany,2017,288
Ethiopia,Germany,2018,347
Ethiopia,Germany,2019,337
Ethiopia,Germany,2020,550
Ethiopia,Germany,2021,523
Gabon,Brazil,2017,12
Gabon,Brazil,2018,16
Gabon,Brazil,2019,22
Gabon,Brazil,2020,32
Gabon,Brazil,2021,35
Algeria,Indonesia,2017,3
Algeria,Indonesia,2018,3
Benin,Norway,2017,1
Benin,Norway,2019,1
Benin,Norway,2020,1
Benin,Norway,2021,1
Burkina Faso,Ukraine,2017,6
Burkina Faso,Ukraine,2018,11
Burkina Faso,Ukraine,2019,13
Burkina Faso,Ukraine,2020,12
Burkina Faso,Ukraine,2021,12
Central African Republic,Italy,2017,7
Central African Republic,Italy,2018,6
Central African Republic,Italy,2019,1
Central African Republic,Italy,2020,1
Central African Republic,Italy,2021,3
Djibouti,Canada,2017,24
Djibouti,Canada,2018,26.69954
Djibouti,Canada,2019,30
Djibouti,Canada,2020,33
Djibouti,Canada,2021,33
Ethiopia,Egypt,2020,17
Guinea,Saudi Arabia,2017,610
Guinea,Saudi Arabia,2018,580
Guinea,Saudi Arabia,2019,258
Guinea,Saudi Arabia,2020,258
Guinea,Saudi Arabia,2021,450
Burkina Faso,Cuba,2017,11
Burkina Faso,Cuba,2018,13
Burkina Faso,Cuba,2019,12
Burkina Faso,Cuba,2020,9
Burkina Faso,Cuba,2021,14
Burundi,Malta,2018,1
Ghana,Vietnam,2019,1
Ghana,Vietnam,2020,5
Ghana,Vietnam,2021,8
Democratic Republic of Congo,Cameroon,2017,47
Democratic Republic of Congo,Cameroon,2018,110
Ghana,Finland,2017,329
Ghana,Finland,2018,291
Ghana,Finland,2019,237
Ghana,Finland,2020,185
Ghana,Finland,2021,260
Eritrea,Austria,2017,2.5
Eritrea,Austria,2018,2
Eritrea,Austria,2020,1
Ghana,Norway,2017,138
Ghana,Norway,2018,183
Ghana,Norway,2019,162
Ghana,Norway,2020,201
Ghana,Norway,2021,201
Comoros,Saudi Arabia,2017,364
Comoros,Saudi Arabia,2018,343
Comoros,Saudi Arabia,2019,175
Comoros,Saudi Arabia,2020,202
Comoros,Saudi Arabia,2021,3
Liberia,Greece,2017,3
Liberia,Greece,2018,3
Liberia,Greece,2019,2
Liberia,Greece,2020,3
Liberia,Greece,2021,16
Egypt,Liechtenstein,2017,2
Egypt,Liechtenstein,2018,1
Egypt,Liechtenstein,2019,1
Egypt,Liechtenstein,2020,1
Botswana,France,2017,7
Botswana,France,2018,8
Botswana,France,2019,3
Botswana,France,2020,11
Botswana,France,2021,11
Cape Verde,Switzerland,2017,1
Cape Verde,Switzerland,2018,1
Cape Verde,Switzerland,2019,1
Cape Verde,Switzerland,2020,1
Burundi,Argentina,2017,3
Burundi,Argentina,2018,4
Burundi,Argentina,2019,1
Burundi,Argentina,2020,1
Burundi,Argentina,2021,2
Congo,India,2017,511
Congo,India,2018,638
Congo,India,2019,379
Congo,India,2020,169
Congo,India,2021,90
Côte d'Ivoire,South Korea,2017,28
Côte d'Ivoire,South Korea,2018,20
Côte d'Ivoire,South Korea,2019,21
Côte d'Ivoire,South Korea,2020,22
Côte d'Ivoire,South Korea,2021,26
Ethiopia,Chile,2020,1
Ethiopia,Chile,2021,1
Gabon,Serbia,2017,2
Gabon,Serbia,2019,1
Gabon,Serbia,2020,2
Gabon,Serbia,2021,2
Comoros,Spain,2017,2
Comoros,Spain,2018,4
Comoros,Spain,2019,1
Côte d'Ivoire,Bulgaria,2017,2
Côte d'Ivoire,Bulgaria,2018,2
Côte d'Ivoire,Bulgaria,2020,2
Côte d'Ivoire,Bulgaria,2021,3
Guinea-Bissau,Ukraine,2017,2
Guinea-Bissau,Ukraine,2018,2
Guinea-Bissau,Ukraine,2019,1
Liberia,Panama,2020,2
Liberia,Panama,2021,2
Democratic Republic of Congo,Kazakhstan,2020,5
Guinea,Hungary,2017,13
Guinea,Hungary,2018,22
Guinea,Hungary,2019,21
Guinea,Hungary,2020,18
Guinea,Hungary,2021,9
Democratic Republic of Congo,Belgium,2017,644
Democratic Republic of Congo,Belgium,2018,483
Democratic Republic of Congo,Belgium,2019,451
Democratic Republic of Congo,Belgium,2020,753
Democratic Republic of Congo,Belgium,2021,767
Angola,Luxembourg,2020,1
Botswana,Türkiye,2017,13
Botswana,Türkiye,2018,10
Botswana,Türkiye,2019,8
Botswana,Türkiye,2020,4
Botswana,Türkiye,2021,3
Algeria,Brazil,2017,7
Algeria,Brazil,2018,19
Algeria,Brazil,2019,8
Algeria,Brazil,2020,11
Algeria,Brazil,2021,12
Kenya,Malaysia,2017,580
Kenya,Malaysia,2019,547
Kenya,Malaysia,2020,495
Kenya,Malaysia,2021,432
Madagascar,Slovakia,2019,1
Madagascar,Slovakia,2020,1
Madagascar,Slovakia,2021,2
Algeria,Greece,2017,4
Algeria,Greece,2018,4
Algeria,Greece,2019,3
Algeria,Greece,2020,3
Algeria,Greece,2021,2
Central African Republic,South Africa,2017,3
Central African Republic,South Africa,2018,3
Central African Republic,South Africa,2019,3
Central African Republic,South Africa,2020,3
Central African Republic,South Africa,2021,2
Congo,Namibia,2017,28
Congo,Namibia,2018,30
Congo,Namibia,2019,21
Congo,Namibia,2020,3
Equatorial Guinea,Japan,2017,1
Equatorial Guinea,Japan,2018,1
Equatorial Guinea,Japan,2019,4
Equatorial Guinea,Japan,2020,5
Equatorial Guinea,Japan,2021,1
Ghana,Switzerland,2017,45
Ghana,Switzerland,2018,43
Ghana,Switzerland,2019,46
Ghana,Switzerland,2020,47
Ghana,Switzerland,2021,51
Benin,Finland,2018,1
Benin,Finland,2019,1
Benin,Finland,2020,1
Benin,Finland,2021,2
Djibouti,United States of America,2017,11.07052
Djibouti,United States of America,2018,9.6773
Djibouti,United States of America,2020,7.47708
Djibouti,United States of America,2021,7.34835
Egypt,Colombia,2017,1
Egypt,Colombia,2018,1
Egypt,Colombia,2019,1
Angola,Georgia,2020,1
Angola,Georgia,2021,2
Benin,Niger,2017,471
Benin,Niger,2018,661
Benin,Niger,2019,591
Chad,Vietnam,2020,2
Chad,Vietnam,2021,1
Kenya,Netherlands,2017,61
Kenya,Netherlands,2018,80
Kenya,Netherlands,2019,82
Libya,Slovenia,2020,1
Côte d'Ivoire,Cyprus,2018,1
Malawi,France,2017,3
Malawi,France,2018,5
Malawi,France,2019,3
Malawi,France,2020,6
Malawi,France,2021,3
Eritrea,Azerbaijan,2019,1
Eritrea,Azerbaijan,2020,1
Eritrea,Azerbaijan,2021,1
Ethiopia,Morocco,2017,3
Ethiopia,Morocco,2018,4
Ethiopia,Morocco,2019,3
Ethiopia,Morocco,2020,2
Ethiopia,Morocco,2021,6
Gabon,Tunisia,2017,318
Gabon,Tunisia,2018,309
Gabon,Tunisia,2020,744
Cameroon,Denmark,2017,42
Cameroon,Denmark,2018,34
Cameroon,Denmark,2019,29
Cameroon,Denmark,2020,34
Cameroon,Denmark,2021,31
Equatorial Guinea,Cuba,2017,81
Equatorial Guinea,Cuba,2018,59
Equatorial Guinea,Cuba,2019,37
Equatorial Guinea,Cuba,2020,32
Equatorial Guinea,Cuba,2021,32
Eritrea,Malta,2017,1
Eritrea,Malta,2019,1.83
Eritrea,Malta,2020,1
Libya,Luxembourg,2018,1
Libya,Luxembourg,2019,1
Libya,Luxembourg,2020,2
Libya,Luxembourg,2021,2
Botswana,Liechtenstein,2017,1
Botswana,Liechtenstein,2018,1
Botswana,Liechtenstein,2019,1
Botswana,Liechtenstein,2020,1
Libya,Georgia,2017,1
Libya,Georgia,2020,2
Libya,Georgia,2021,3
Madagascar,Niger,2017,55
Madagascar,Niger,2018,57
Madagascar,Niger,2019,57
Djibouti,Benin,2017,32
Djibouti,Benin,2018,68
Djibouti,Benin,2019,67
Djibouti,Benin,2020,20
Djibouti,Benin,2021,13
Egypt,Hong Kong,2017,12.999
Egypt,Hong Kong,2018,23.004
Egypt,Hong Kong,2019,31
Egypt,Hong Kong,2020,33
Egypt,Hong Kong,2021,29
Equatorial Guinea,Russia,2017,117
Equatorial Guinea,Russia,2018,120
Equatorial Guinea,Russia,2019,99
Equatorial Guinea,Russia,2020,191
Equatorial Guinea,Russia,2021,174
Chad,Democratic Republic of Congo,2020,18
Benin,Oman,2017,2
Benin,Oman,2018,2
Benin,Oman,2019,2
Benin,Oman,2020,1
Benin,Oman,2021,1
Chad,Ukraine,2019,4
Chad,Ukraine,2020,1
Chad,Ukraine,2021,5
Equatorial Guinea,Andorra,2021,1
Gabon,Côte d'Ivoire,2017,65
Gabon,Côte d'Ivoire,2019,83
Gabon,Côte d'Ivoire,2020,97
Côte d'Ivoire,Jordan,2017,15
Côte d'Ivoire,Jordan,2018,12
Côte d'Ivoire,Jordan,2019,15
Côte d'Ivoire,Jordan,2020,15
Côte d'Ivoire,Jordan,2021,26
Eritrea,Poland,2017,3
Eritrea,Poland,2018,3
Eritrea,Poland,2019,3
Eritrea,Poland,2020,6
Eritrea,Poland,2021,8
Malawi,Austria,2017,4
Malawi,Austria,2018,4
Malawi,Austria,2019,4.5
Malawi,Austria,2020,3
Malawi,Austria,2021,4
Congo,Germany,2017,44
Congo,Germany,2018,44
Congo,Germany,2019,40
Congo,Germany,2020,44
Congo,Germany,2021,38
Equatorial Guinea,Niger,2017,5
Equatorial Guinea,Niger,2018,5
Equatorial Guinea,Niger,2019,5
Libya,Italy,2017,159
Libya,Italy,2018,174
Libya,Italy,2019,79
Libya,Italy,2020,76
Libya,Italy,2021,174
Cape Verde,Mozambique,2017,9
Cape Verde,Mozambique,2018,7
Madagascar,Cuba,2021,1
Egypt,Saudi Arabia,2017,4862
Egypt,Saudi Arabia,2018,4390
Egypt,Saudi Arabia,2019,4836
Egypt,Saudi Arabia,2020,4080
Egypt,Saudi Arabia,2021,3344
Ghana,Grenada,2017,14
Ghana,Grenada,2018,19
Guinea-Bissau,India,2017,3
Guinea-Bissau,India,2018,5
Guinea-Bissau,India,2019,33
Guinea-Bissau,India,2020,38
Guinea-Bissau,India,2021,1
Algeria,Honduras,2018,1
Democratic Republic of Congo,New Zealand,2017,1
Democratic Republic of Congo,New Zealand,2018,1
Democratic Republic of Congo,New Zealand,2019,1
Democratic Republic of Congo,New Zealand,2020,1
Ethiopia,United Kingdom,2017,131
Ethiopia,United Kingdom,2018,155
Ethiopia,United Kingdom,2019,169
Ethiopia,United Kingdom,2020,175
Ethiopia,United Kingdom,2021,191
Angola,Slovenia,2019,1
Angola,Slovenia,2020,1
Angola,Slovenia,2021,2
Chad,Norway,2020,1
Ethiopia,Denmark,2017,52
Ethiopia,Denmark,2018,41
Ethiopia,Denmark,2019,33
Ethiopia,Denmark,2021,17
Ghana,Macao,2020,3
Ghana,Macao,2021,6
Guinea,Türkiye,2017,262
Guinea,Türkiye,2018,448
Guinea,Türkiye,2019,495
Guinea,Türkiye,2020,526
Guinea,Türkiye,2021,634
Comoros,Ecuador,2019,2
Eritrea,Bulgaria,2019,1
Ethiopia,Latvia,2017,1
Ethiopia,Latvia,2021,1
Kenya,Argentina,2017,1
Kenya,Argentina,2018,1
Kenya,Argentina,2019,1
Liberia,Estonia,2017,1
Liberia,Estonia,2018,1
Madagascar,Ukraine,2017,22
Madagascar,Ukraine,2018,17
Madagascar,Ukraine,2019,13
Madagascar,Ukraine,2020,10
Madagascar,Ukraine,2021,6
Cameroon,Portugal,2017,24
Cameroon,Portugal,2018,17
Cameroon,Portugal,2019,27
Cameroon,Portugal,2020,32
Cameroon,Portugal,2021,83
Lesotho,Sweden,2018,1
Lesotho,Sweden,2019,0.96154
Kenya,South Korea,2017,145
Kenya,South Korea,2018,144
Kenya,South Korea,2019,152
Kenya,South Korea,2020,146
Kenya,South Korea,2021,124
Lesotho,Belgium,2017,1
Lesotho,Belgium,2018,1
Lesotho,Belgium,2019,1
Lesotho,Belgium,2021,1
Madagascar,Ghana,2019,2
Madagascar,Ghana,2020,1
Egypt,Bosnia and Herzegovina,2017,9
Egypt,Bosnia and Herzegovina,2018,12
Egypt,Bosnia and Herzegovina,2019,14
Egypt,Bosnia and Herzegovina,2020,14
Egypt,Bosnia and Herzegovina,2021,20
Gambia,South Africa,2017,9
Gambia,South Africa,2018,9
Gambia,South Africa,2019,9
Gambia,South Africa,2020,11
Gambia,South Africa,2021,5
Libya,Romania,2017,30
Libya,Romania,2018,41
Libya,Romania,2019,35
Libya,Romania,2020,52
Libya,Romania,2021,67
Madagascar,Kenya,2017,52
Madagascar,Kenya,2019,15
Gabon,Malaysia,2017,2
Gabon,Malaysia,2019,13
Gabon,Malaysia,2020,12
Gabon,Malaysia,2021,11
Burundi,Poland,2017,1
Burundi,Poland,2020,3
Burundi,Poland,2021,10
Côte d'Ivoire,Brazil,2017,27
Côte d'Ivoire,Brazil,2018,37
Côte d'Ivoire,Brazil,2019,38
Côte d'Ivoire,Brazil,2020,53
Côte d'Ivoire,Brazil,2021,51
Madagascar,Australia,2017,14
Madagascar,Australia,2018,26
Madagascar,Australia,2019,33
Madagascar,Australia,2020,29
Madagascar,Australia,2021,14
Malawi,Azerbaijan,2017,1
Malawi,Azerbaijan,2019,1
Cameroon,Mauritius,2017,14
Cameroon,Mauritius,2020,53
Cameroon,Mauritius,2021,44
Liberia,Switzerland,2018,1
Liberia,Switzerland,2019,1
Liberia,Switzerland,2020,1
Liberia,Switzerland,2021,1
Côte d'Ivoire,Netherlands,2017,5
Côte d'Ivoire,Netherlands,2018,5
Côte d'Ivoire,Netherlands,2019,4
Egypt,Slovenia,2017,8
Egypt,Slovenia,2018,10
Egypt,Slovenia,2019,20
Egypt,Slovenia,2020,22
Egypt,Slovenia,2021,13
Ghana,Canada,2017,996
Ghana,Canada,2018,1066.57155
Ghana,Canada,2019,1017
Ghana,Canada,2020,1332
Ghana,Canada,2021,1527
Kenya,Rwanda,2017,69
Kenya,Rwanda,2018,127
Kenya,Rwanda,2019,162
Kenya,Rwanda,2020,205
Liberia,Benin,2017,2
Liberia,Benin,2018,4
Liberia,Benin,2019,2
Angola,Croatia,2018,1
Angola,Croatia,2021,1
Djibouti,Oman,2017,1
Djibouti,Oman,2018,4
Djibouti,Oman,2019,4
Djibouti,Oman,2020,5
Djibouti,Oman,2021,5
Equatorial Guinea,Ghana,2017,75
Equatorial Guinea,Ghana,2018,75
Equatorial Guinea,Ghana,2019,65
Equatorial Guinea,Ghana,2020,71
Equatorial Guinea,Ghana,2021,86
Guinea-Bissau,Morocco,2017,296
Guinea-Bissau,Morocco,2018,369
Guinea-Bissau,Morocco,2019,239
Guinea-Bissau,Morocco,2020,258
Guinea-Bissau,Morocco,2021,253
Burkina Faso,Qatar,2017,5
Burkina Faso,Qatar,2018,2
Burkina Faso,Qatar,2019,2
Burkina Faso,Qatar,2020,2
Burkina Faso,Qatar,2021,3
Libya,Croatia,2017,3
Libya,Croatia,2018,3
Libya,Croatia,2019,2
Libya,Croatia,2020,1
Libya,Croatia,2021,2
Burundi,Malaysia,2017,14
Burundi,Malaysia,2019,10
Burundi,Malaysia,2020,10
Burundi,Malaysia,2021,10
Cameroon,United Kingdom,2017,349
Cameroon,United Kingdom,2018,300
Cameroon,United Kingdom,2019,300
Cameroon,United Kingdom,2020,322
Cameroon,United Kingdom,2021,431
Egypt,Italy,2017,1157
Egypt,Italy,2018,1554
Egypt,Italy,2019,714
Egypt,Italy,2020,709
Egypt,Italy,2021,1389
Angola,Romania,2017,99
Angola,Romania,2018,99
Angola,Romania,2019,89
Angola,Romania,2020,69
Angola,Romania,2021,60
Benin,Slovakia,2017,1
Benin,Slovakia,2018,2
Benin,Slovakia,2019,3
Benin,Slovakia,2020,2
Benin,Slovakia,2021,1
Madagascar,Russia,2017,28
Madagascar,Russia,2018,16
Madagascar,Russia,2019,20
Madagascar,Russia,2020,99
Madagascar,Russia,2021,108
Malawi,Spain,2017,2
Malawi,Spain,2018,2
Malawi,Spain,2019,5
Malawi,Spain,2020,6
Malawi,Spain,2021,3
Kenya,Cyprus,2017,16
Kenya,Cyprus,2018,16
Kenya,Cyprus,2019,14
Kenya,Cyprus,2020,19
Kenya,Cyprus,2021,25
Eritrea,Jordan,2017,50
Eritrea,Jordan,2018,24
Eritrea,Jordan,2019,19
Eritrea,Jordan,2020,9
Eritrea,Jordan,2021,5
Gambia,Iran,2017,5
Gambia,Iran,2018,6
Gambia,Iran,2019,9
Gambia,Iran,2020,7
Kenya,Austria,2017,58.5
Kenya,Austria,2018,52
Kenya,Austria,2019,53
Kenya,Austria,2020,55
Kenya,Austria,2021,57
Algeria,Côte d'Ivoire,2017,5
Algeria,Côte d'Ivoire,2019,1
Algeria,Côte d'Ivoire,2020,5
Guinea-Bissau,Botswana,2017,32
Guinea-Bissau,Botswana,2019,30
Guinea-Bissau,Botswana,2020,37
Guinea-Bissau,Botswana,2021,36
Comoros,Türkiye,2017,71
Comoros,Türkiye,2018,95
Comoros,Türkiye,2019,161
Comoros,Türkiye,2020,121
Comoros,Türkiye,2021,269
Congo,Chile,2019,1
Congo,Chile,2020,2
Congo,Chile,2021,3
Gambia,Georgia,2017,4
Gambia,Georgia,2018,3
Gambia,Georgia,2019,6
Gambia,Georgia,2021,1
Ghana,Niger,2017,3
Ghana,Niger,2018,4
Ghana,Niger,2019,4
Burundi,South Korea,2017,21
Burundi,South Korea,2018,23
Burundi,South Korea,2019,27
Burundi,South Korea,2020,24
Burundi,South Korea,2021,37
Algeria,Tunisia,2017,150
Algeria,Tunisia,2018,179
Algeria,Tunisia,2020,526
Cameroon,Latvia,2017,8
Cameroon,Latvia,2018,8
Cameroon,Latvia,2019,10
Cameroon,Latvia,2020,15
Cameroon,Latvia,2021,58
Côte d'Ivoire,Ireland,2017,1
Côte d'Ivoire,Ireland,2018,1
Côte d'Ivoire,Ireland,2019,1
Côte d'Ivoire,Ireland,2020,1
Côte d'Ivoire,Ireland,2021,4
Eritrea,Spain,2017,3
Eritrea,Spain,2018,5
Eritrea,Spain,2019,2
Eritrea,Spain,2021,1
Guinea-Bissau,Cuba,2017,15
Guinea-Bissau,Cuba,2018,15
Guinea-Bissau,Cuba,2019,15
Guinea-Bissau,Cuba,2020,17
Guinea-Bissau,Cuba,2021,13
Kenya,Malta,2017,6
Kenya,Malta,2018,10
Kenya,Malta,2019,13
Kenya,Malta,2020,14
Kenya,Malta,2021,20
Botswana,Czechia,2017,46
Botswana,Czechia,2018,28
Botswana,Czechia,2019,19
Botswana,Czechia,2020,12
Botswana,Czechia,2021,7
Central African Republic,Luxembourg,2019,2
Gabon,Greece,2020,1
Gabon,Greece,2021,1
Ghana,Thailand,2020,17
Kenya,Poland,2017,44
Kenya,Poland,2018,58
Kenya,Poland,2019,78
Kenya,Poland,2020,116
Kenya,Poland,2021,122
Burundi,Rwanda,2017,541
Burundi,Rwanda,2018,1011
Burundi,Rwanda,2019,531
Burundi,Rwanda,2020,592
Djibouti,Belarus,2019,1
Djibouti,Belarus,2020,1
Djibouti,Belarus,2021,1
Equatorial Guinea,Ukraine,2017,21
Equatorial Guinea,Ukraine,2018,16
Equatorial Guinea,Ukraine,2019,8
Equatorial Guinea,Ukraine,2020,11
Equatorial Guinea,Ukraine,2021,8
Gambia,Kazakhstan,2019,1
Gambia,Kazakhstan,2020,1
Botswana,Saudi Arabia,2017,26
Botswana,Saudi Arabia,2018,24
Botswana,Saudi Arabia,2020,8
Botswana,Saudi Arabia,2021,2
Eritrea,Czechia,2017,4
Eritrea,Czechia,2018,3
Eritrea,Czechia,2019,4
Eritrea,Czechia,2020,2
Eritrea,Czechia,2021,1
Ghana,Slovakia,2017,2
Ghana,Slovakia,2018,4
Ghana,Slovakia,2019,6
Ghana,Slovakia,2020,5
Ghana,Slovakia,2021,2
Comoros,France,2017,1503
Comoros,France,2018,1325
Comoros,France,2019,1376
Comoros,France,2020,1334
Comoros,France,2021,1518
Democratic Republic of Congo,Mauritius,2017,10
Democratic Republic of Congo,Mauritius,2020,1
Madagascar,Norway,2017,9
Madagascar,Norway,2018,7
Madagascar,Norway,2019,5
Madagascar,Norway,2020,4
Madagascar,Norway,2021,5
Gabon,South Korea,2017,21
Gabon,South Korea,2018,19
Gabon,South Korea,2019,18
Gabon,South Korea,2020,19
Gabon,South Korea,2021,24
Ghana,Bahrain,2017,1
Ghana,Bahrain,2018,1
Ghana,Bahrain,2019,1
Ghana,Bahrain,2020,2
Ghana,Bahrain,2021,2
Burkina Faso,India,2017,4
Burkina Faso,India,2018,6
Burkina Faso,India,2019,3
Burkina Faso,India,2020,32
Burkina Faso,India,2021,49
Cameroon,Belgium,2017,1733
Cameroon,Belgium,2018,1579
Cameroon,Belgium,2019,1633
Cameroon,Belgium,2020,2290
Cameroon,Belgium,2021,2685
Chad,Russia,2017,35
Chad,Russia,2018,29
Chad,Russia,2019,30
Chad,Russia,2020,300
Chad,Russia,2021,319
Guinea,France,2017,3444
Guinea,France,2018,3369
Guinea,France,2019,3382
Guinea,France,2020,3407
Guinea,France,2021,3227
Kenya,Azerbaijan,2017,2
Kenya,Azerbaijan,2019,2
Kenya,Azerbaijan,2020,3
Kenya,Azerbaijan,2021,5
Burundi,Bulgaria,2019,1
Burundi,Bulgaria,2021,1
Cameroon,Egypt,2020,51
Gambia,Slovenia,2019,1
Malawi,Czechia,2017,3
Malawi,Czechia,2018,3
Malawi,Czechia,2019,2
Benin,Democratic Republic of Congo,2020,4
Cape Verde,United States of America,2017,78.54549
Cape Verde,United States of America,2018,66.60303
Cape Verde,United States of America,2020,65.76401
Cape Verde,United States of America,2021,66.56512
Botswana,Lesotho,2017,3
Botswana,Lesotho,2018,3
Liberia,Ireland,2017,7
Liberia,Ireland,2018,3
Liberia,Ireland,2019,3
Liberia,Ireland,2020,2
Liberia,Ireland,2021,2
Algeria,Ireland,2017,5
Algeria,Ireland,2018,3
Algeria,Ireland,2019,3
Algeria,Ireland,2020,4
Algeria,Ireland,2021,151
Benin,Kenya,2017,4
Benin,Kenya,2019,17
Congo,Morocco,2017,1235
Congo,Morocco,2018,1217
Congo,Morocco,2019,1218
Congo,Morocco,2020,1330
Congo,Morocco,2021,1123
Côte d'Ivoire,Tunisia,2017,384
Côte d'Ivoire,Tunisia,2018,414
Côte d'Ivoire,Tunisia,2020,421
Guinea-Bissau,Lithuania,2020,4
Algeria,Malaysia,2017,138
Algeria,Malaysia,2019,519
Algeria,Malaysia,2020,487
Algeria,Malaysia,2021,403
Angola,South Africa,2017,741
Angola,South Africa,2018,742
Angola,South Africa,2019,562
Angola,South Africa,2020,446
Angola,South Africa,2021,350
Congo,United Kingdom,2017,18
Congo,United Kingdom,2018,15
Congo,United Kingdom,2019,18
Congo,United Kingdom,2020,25
Congo,United Kingdom,2021,27
Democratic Republic of Congo,Romania,2017,16
Democratic Republic of Congo,Romania,2018,17
Democratic Republic of Congo,Romania,2019,16
Democratic Republic of Congo,Romania,2020,31
Democratic Republic of Congo,Romania,2021,34
Guinea-Bissau,Japan,2018,1
Guinea-Bissau,Japan,2019,2
Guinea-Bissau,Japan,2020,2
Guinea-Bissau,Japan,2021,2
Kenya,Brazil,2017,21
Kenya,Brazil,2018,22
Kenya,Brazil,2019,20
Kenya,Brazil,2020,20
Kenya,Brazil,2021,18
Botswana,Hungary,2017,1
Botswana,Hungary,2018,1
Botswana,Hungary,2019,1
Botswana,Hungary,2020,1
Botswana,Hungary,2021,1
Chad,Cuba,2017,310
Chad,Cuba,2018,304
Chad,Cuba,2019,307
Chad,Cuba,2020,175
Chad,Cuba,2021,156
Egypt,Iran,2017,8
Egypt,Iran,2018,11
Egypt,Iran,2019,6
Egypt,Iran,2020,5
Equatorial Guinea,Qatar,2019,1
Liberia,Finland,2021,1
Botswana,Rwanda,2018,4
Egypt,Türkiye,2017,1217
Egypt,Türkiye,2018,1921
Egypt,Türkiye,2019,2910
Egypt,Türkiye,2020,4109
Egypt,Türkiye,2021,5822
Guinea,Austria,2017,4
Guinea,Austria,2018,2
Guinea,Austria,2019,2
Guinea,Austria,2020,1
Guinea,Austria,2021,1
Burundi,Tunisia,2017,8
Burundi,Tunisia,2018,11
Burundi,Tunisia,2020,9
Congo,Latvia,2017,1
Congo,Latvia,2018,1
Guinea,Spain,2017,62
Guinea,Spain,2018,47
Guinea,Spain,2019,22
Guinea,Spain,2020,38
