source,destination,time,students
"Malaysia","Åland Islands",2018,..
"Malaysia","Åland Islands",2019,..
"Malaysia","Åland Islands",2020,..
"Malaysia","Åland Islands",2021,..
"Malaysia","Albania",2017,..
"Malaysia","Albania",2018,..
"Malaysia","Albania",2019,..
"Malaysia","Albania",2020,..
"Malaysia","Albania",2021,..
"Malaysia","Algeria",2017,..
"Malaysia","Algeria",2018,..
"Malaysia","Algeria",2019,..
"Malaysia","Algeria",2020,..
"Malaysia","Algeria",2021,..
"Malaysia","American Samoa",2017,..
"Malaysia","American Samoa",2018,..
"Malaysia","American Samoa",2019,..
"Malaysia","American Samoa",2020,..
"Malaysia","American Samoa",2021,..
"Malaysia","Andorra",2017,..
"Malaysia","Andorra",2018,..
"Malaysia","Andorra",2019,..
"Malaysia","Andorra",2020,..
"Malaysia","Andorra",2021,..
"Malaysia","Angola",2017,..
"Malaysia","Angola",2018,..
"Malaysia","Angola",2019,..
"Malaysia","Angola",2020,..
"Malaysia","Angola",2021,..
"Malaysia","Anguilla",2017,..
"Malaysia","Anguilla",2018,..
"Malaysia","Anguilla",2019,..
"Malaysia","Anguilla",2020,..
"Malaysia","Anguilla",2021,..
"Malaysia","Antigua and Barbuda",2017,..
"Malaysia","Antigua and Barbuda",2018,..
"Malaysia","Antigua and Barbuda",2019,..
"Malaysia","Antigua and Barbuda",2020,..
"Malaysia","Antigua and Barbuda",2021,..
"Malaysia","Argentina",2017,6
"Malaysia","Argentina",2018,3
"Malaysia","Argentina",2019,1
"Malaysia","Argentina",2020,4
"Malaysia","Argentina",2021,2
"Malaysia","Armenia",2017,..
"Malaysia","Armenia",2018,..
"Malaysia","Armenia",2019,..
"Malaysia","Armenia",2020,..
"Malaysia","Armenia",2021,..
"Malaysia","Aruba",2017,..
"Malaysia","Aruba",2018,..
"Malaysia","Aruba",2019,..
"Malaysia","Aruba",2020,..
"Malaysia","Aruba",2021,..
"Malaysia","Australia",2017,15113
"Malaysia","Australia",2018,15653
"Malaysia","Australia",2019,16100
"Malaysia","Australia",2020,14125
"Malaysia","Australia",2021,11419
"Malaysia","Austria",2017,29
"Malaysia","Austria",2018,26.5
"Malaysia","Austria",2019,22.5
"Malaysia","Austria",2020,25.5
"Malaysia","Austria",2021,32
"Malaysia","Azerbaijan",2017,..
"Malaysia","Azerbaijan",2018,..
"Malaysia","Azerbaijan",2019,1
"Malaysia","Azerbaijan",2020,1
"Malaysia","Azerbaijan",2021,..
"Malaysia","Bahamas",2017,..
"Malaysia","Bahamas",2018,..
"Malaysia","Bahamas",2019,..
"Malaysia","Bahamas",2020,..
"Malaysia","Bahamas",2021,..
"Malaysia","Bahrain",2017,1
"Malaysia","Bahrain",2018,..
"Malaysia","Bahrain",2019,..
"Malaysia","Bahrain",2020,..
"Malaysia","Bahrain",2021,..
"Malaysia","Bangladesh",2017,..
"Malaysia","Bangladesh",2018,..
"Malaysia","Bangladesh",2019,..
"Malaysia","Bangladesh",2020,..
"Malaysia","Bangladesh",2021,..
"Malaysia","Barbados",2017,..
"Malaysia","Barbados",2018,..
"Malaysia","Barbados",2019,..
"Malaysia","Barbados",2020,..
"Malaysia","Barbados",2021,..
"Malaysia","Belarus",2017,1
"Malaysia","Belarus",2018,..
"Malaysia","Belarus",2019,..
"Malaysia","Belarus",2020,..
"Malaysia","Belarus",2021,1
"Malaysia","Belgium",2017,21
"Malaysia","Belgium",2018,6
"Malaysia","Belgium",2019,27
"Malaysia","Belgium",2020,28
"Malaysia","Belgium",2021,29
"Malaysia","Belize",2017,..
"Malaysia","Belize",2018,..
"Malaysia","Belize",2019,..
"Malaysia","Belize",2020,..
"Malaysia","Belize",2021,..
"Malaysia","Benin",2017,..
"Malaysia","Benin",2018,..
"Malaysia","Benin",2019,..
"Malaysia","Benin",2020,..
"Malaysia","Benin",2021,..
"Malaysia","Bermuda",2017,..
"Malaysia","Bermuda",2018,..
"Malaysia","Bermuda",2019,..
"Malaysia","Bermuda",2020,..
"Malaysia","Bermuda",2021,..
"Malaysia","Bhutan",2017,..
"Malaysia","Bhutan",2018,..
"Malaysia","Bhutan",2019,..
"Malaysia","Bhutan",2020,..
"Malaysia","Bhutan",2021,24
"Malaysia","Bolivia (Plurinational State of)",2017,..
"Malaysia","Bolivia (Plurinational State of)",2018,..
"Malaysia","Bolivia (Plurinational State of)",2019,..
"Malaysia","Bolivia (Plurinational State of)",2020,..
"Malaysia","Bolivia (Plurinational State of)",2021,..
"Malaysia","Bosnia and Herzegovina",2017,1
"Malaysia","Bosnia and Herzegovina",2018,1
"Malaysia","Bosnia and Herzegovina",2019,1
"Malaysia","Bosnia and Herzegovina",2020,..
"Malaysia","Bosnia and Herzegovina",2021,1
"Malaysia","Botswana",2017,..
"Malaysia","Botswana",2018,..
"Malaysia","Botswana",2019,..
"Malaysia","Botswana",2020,2
"Malaysia","Botswana",2021,1
"Malaysia","Brazil",2017,6
"Malaysia","Brazil",2018,8
"Malaysia","Brazil",2019,4
"Malaysia","Brazil",2020,2
"Malaysia","Brazil",2021,1
"Malaysia","British Virgin Islands",2017,..
"Malaysia","British Virgin Islands",2018,..
"Malaysia","British Virgin Islands",2019,..
"Malaysia","British Virgin Islands",2020,..
"Malaysia","British Virgin Islands",2021,..
"Malaysia","Brunei Darussalam",2017,130
"Malaysia","Brunei Darussalam",2018,157
"Malaysia","Brunei Darussalam",2019,92
"Malaysia","Brunei Darussalam",2020,116
"Malaysia","Brunei Darussalam",2021,..
"Malaysia","Bulgaria",2017,3
"Malaysia","Bulgaria",2018,2
"Malaysia","Bulgaria",2019,3
"Malaysia","Bulgaria",2020,1
"Malaysia","Bulgaria",2021,3
"Malaysia","Burkina Faso",2017,..
"Malaysia","Burkina Faso",2018,..
"Malaysia","Burkina Faso",2019,..
"Malaysia","Burkina Faso",2020,..
"Malaysia","Burkina Faso",2021,..
"Malaysia","Burundi",2017,..
"Malaysia","Burundi",2018,..
"Malaysia","Burundi",2019,..
"Malaysia","Burundi",2020,..
"Malaysia","Burundi",2021,..
"Malaysia","Cambodia",2017,..
"Malaysia","Cambodia",2018,..
"Malaysia","Cambodia",2019,..
"Malaysia","Cambodia",2020,..
"Malaysia","Cambodia",2021,..
"Malaysia","Cameroon",2017,..
"Malaysia","Cameroon",2018,..
"Malaysia","Cameroon",2019,..
"Malaysia","Cameroon",2020,..
"Malaysia","Cameroon",2021,..
"Malaysia","Canada",2017,1032
"Malaysia","Canada",2018,1099.23501
"Malaysia","Canada",2019,1050
"Malaysia","Canada",2020,1083
"Malaysia","Canada",2021,960
"Malaysia","Cabo Verde",2017,..
"Malaysia","Cabo Verde",2018,..
"Malaysia","Cabo Verde",2019,..
"Malaysia","Cabo Verde",2020,..
"Malaysia","Cabo Verde",2021,..
"Malaysia","Cayman Islands",2017,..
"Malaysia","Cayman Islands",2018,..
"Malaysia","Cayman Islands",2019,..
"Malaysia","Cayman Islands",2020,..
"Malaysia","Cayman Islands",2021,..
"Malaysia","Central African Republic",2017,..
"Malaysia","Central African Republic",2018,..
"Malaysia","Central African Republic",2019,..
"Malaysia","Central African Republic",2020,..
"Malaysia","Central African Republic",2021,..
"Malaysia","Chad",2017,..
"Malaysia","Chad",2018,..
"Malaysia","Chad",2019,..
"Malaysia","Chad",2020,..
"Malaysia","Chad",2021,..
"Malaysia","Channel Islands",2017,..
"Malaysia","Channel Islands",2018,..
"Malaysia","Channel Islands",2019,..
"Malaysia","Channel Islands",2020,..
"Malaysia","Channel Islands",2021,..
"Malaysia","Chile",2017,..
"Malaysia","Chile",2018,..
"Malaysia","Chile",2019,..
"Malaysia","Chile",2020,..
"Malaysia","Chile",2021,..
"Malaysia","China",2017,..
"Malaysia","China",2018,..
"Malaysia","China",2019,..
"Malaysia","China",2020,..
"Malaysia","China",2021,..
"Malaysia","China, Hong Kong",2017,397.892
"Malaysia","China, Hong Kong",2018,427.017
"Malaysia","China, Hong Kong",2019,428.002
"Malaysia","China, Hong Kong",2020,462
"Malaysia","China, Hong Kong",2021,404
"Malaysia","China, Macao",2017,18
"Malaysia","China, Macao",2018,29
"Malaysia","China, Macao",2019,49
"Malaysia","China, Macao",2020,71
"Malaysia","China, Macao",2021,81
"Malaysia","Colombia",2017,..
"Malaysia","Colombia",2018,1
"Malaysia","Colombia",2019,..
"Malaysia","Colombia",2020,2
"Malaysia","Colombia",2021,2
"Malaysia","Comoros",2017,..
"Malaysia","Comoros",2018,..
"Malaysia","Comoros",2019,..
"Malaysia","Comoros",2020,..
"Malaysia","Comoros",2021,..
"Malaysia","Congo",2017,..
"Malaysia","Congo",2018,..
"Malaysia","Congo",2019,..
"Malaysia","Congo",2020,..
"Malaysia","Congo",2021,..
"Malaysia","Cook Islands",2017,..
"Malaysia","Cook Islands",2018,..
"Malaysia","Cook Islands",2019,..
"Malaysia","Cook Islands",2020,..
"Malaysia","Cook Islands",2021,..
"Malaysia","Costa Rica",2017,..
"Malaysia","Costa Rica",2018,..
"Malaysia","Costa Rica",2019,..
"Malaysia","Costa Rica",2020,..
"Malaysia","Costa Rica",2021,..
"Malaysia","Côte d'Ivoire",2017,..
"Malaysia","Côte d'Ivoire",2018,..
"Malaysia","Côte d'Ivoire",2019,..
"Malaysia","Côte d'Ivoire",2020,..
"Malaysia","Côte d'Ivoire",2021,..
"Malaysia","Croatia",2017,..
"Malaysia","Croatia",2018,1
"Malaysia","Croatia",2019,..
"Malaysia","Croatia",2020,2
"Malaysia","Croatia",2021,1
"Malaysia","Cuba",2017,12
"Malaysia","Cuba",2018,8
"Malaysia","Cuba",2019,5
"Malaysia","Cuba",2020,1
"Malaysia","Cuba",2021,1
"Malaysia","Curaçao",2017,..
"Malaysia","Curaçao",2018,..
"Malaysia","Curaçao",2019,..
"Malaysia","Curaçao",2020,..
"Malaysia","Curaçao",2021,..
"Malaysia","Cyprus",2017,2
"Malaysia","Cyprus",2018,..
"Malaysia","Cyprus",2019,2
"Malaysia","Cyprus",2020,2
"Malaysia","Cyprus",2021,2
"Malaysia","Czechia",2017,126
"Malaysia","Czechia",2018,77
"Malaysia","Czechia",2019,37
"Malaysia","Czechia",2020,28
"Malaysia","Czechia",2021,21
"Malaysia","Democratic People's South Korea",2017,..
"Malaysia","Democratic People's South Korea",2018,..
"Malaysia","Democratic People's South Korea",2019,..
"Malaysia","Democratic People's South Korea",2020,..
"Malaysia","Democratic People's South Korea",2021,..
"Malaysia","Democratic Republic of the Congo",2017,..
"Malaysia","Democratic Republic of the Congo",2018,..
"Malaysia","Democratic Republic of the Congo",2019,..
"Malaysia","Democratic Republic of the Congo",2020,..
"Malaysia","Democratic Republic of the Congo",2021,..
"Malaysia","Denmark",2017,58
"Malaysia","Denmark",2018,41
"Malaysia","Denmark",2019,37
"Malaysia","Denmark",2020,28
"Malaysia","Denmark",2021,26
"Malaysia","Djibouti",2017,..
"Malaysia","Djibouti",2018,..
"Malaysia","Djibouti",2019,..
"Malaysia","Djibouti",2020,..
"Malaysia","Djibouti",2021,..
"Malaysia","Dominica",2017,..
"Malaysia","Dominica",2018,..
"Malaysia","Dominica",2019,..
"Malaysia","Dominica",2020,..
"Malaysia","Dominica",2021,..
"Malaysia","Dominican Republic",2017,..
"Malaysia","Dominican Republic",2018,..
"Malaysia","Dominican Republic",2019,..
"Malaysia","Dominican Republic",2020,..
"Malaysia","Dominican Republic",2021,..
"Malaysia","Ecuador",2017,..
"Malaysia","Ecuador",2018,..
"Malaysia","Ecuador",2019,..
"Malaysia","Ecuador",2020,..
"Malaysia","Ecuador",2021,..
"Malaysia","Egypt",2017,..
"Malaysia","Egypt",2018,..
"Malaysia","Egypt",2019,..
"Malaysia","Egypt",2020,6560
"Malaysia","Egypt",2021,..
"Malaysia","El Salvador",2017,..
"Malaysia","El Salvador",2018,..
"Malaysia","El Salvador",2019,..
"Malaysia","El Salvador",2020,..
"Malaysia","El Salvador",2021,..
"Malaysia","Equatorial Guinea",2017,..
"Malaysia","Equatorial Guinea",2018,..
"Malaysia","Equatorial Guinea",2019,..
"Malaysia","Equatorial Guinea",2020,..
"Malaysia","Equatorial Guinea",2021,..
"Malaysia","Eritrea",2017,..
"Malaysia","Eritrea",2018,..
"Malaysia","Eritrea",2019,..
"Malaysia","Eritrea",2020,..
"Malaysia","Eritrea",2021,..
"Malaysia","Estonia",2017,4
"Malaysia","Estonia",2018,6
"Malaysia","Estonia",2019,11
"Malaysia","Estonia",2020,14
"Malaysia","Estonia",2021,10
"Malaysia","Eswatini",2017,..
"Malaysia","Eswatini",2018,..
"Malaysia","Eswatini",2019,..
"Malaysia","Eswatini",2020,..
"Malaysia","Eswatini",2021,..
"Malaysia","Ethiopia",2017,..
"Malaysia","Ethiopia",2018,..
"Malaysia","Ethiopia",2019,..
"Malaysia","Ethiopia",2020,..
"Malaysia","Ethiopia",2021,..
"Malaysia","Faeroe Islands",2017,..
"Malaysia","Faeroe Islands",2018,..
"Malaysia","Faeroe Islands",2019,..
"Malaysia","Faeroe Islands",2020,..
"Malaysia","Faeroe Islands",2021,..
"Malaysia","Falkland Islands (Malvinas)",2017,..
"Malaysia","Falkland Islands (Malvinas)",2018,..
"Malaysia","Falkland Islands (Malvinas)",2019,..
"Malaysia","Falkland Islands (Malvinas)",2020,..
"Malaysia","Falkland Islands (Malvinas)",2021,..
"Malaysia","Fiji",2017,..
"Malaysia","Fiji",2018,..
"Malaysia","Fiji",2019,..
"Malaysia","Fiji",2020,..
"Malaysia","Fiji",2021,..
"Malaysia","Finland",2017,49
"Malaysia","Finland",2018,47
"Malaysia","Finland",2019,37
"Malaysia","Finland",2020,39
"Malaysia","Finland",2021,39
"Malaysia","France",2017,839
"Malaysia","France",2018,752
"Malaysia","France",2019,710
"Malaysia","France",2020,705
"Malaysia","France",2021,552
"Malaysia","French Guiana",2017,..
"Malaysia","French Guiana",2018,..
"Malaysia","French Guiana",2019,..
"Malaysia","French Guiana",2020,..
"Malaysia","French Guiana",2021,..
"Malaysia","French Polynesia",2017,..
"Malaysia","French Polynesia",2018,..
"Malaysia","French Polynesia",2019,..
"Malaysia","French Polynesia",2020,..
"Malaysia","French Polynesia",2021,..
"Malaysia","Gabon",2017,..
"Malaysia","Gabon",2018,..
"Malaysia","Gabon",2019,..
"Malaysia","Gabon",2020,..
"Malaysia","Gabon",2021,..
"Malaysia","Gambia",2017,..
"Malaysia","Gambia",2018,..
"Malaysia","Gambia",2019,..
"Malaysia","Gambia",2020,..
"Malaysia","Gambia",2021,..
"Malaysia","Georgia",2017,..
"Malaysia","Georgia",2018,2
"Malaysia","Georgia",2019,1
"Malaysia","Georgia",2020,..
"Malaysia","Georgia",2021,..
"Malaysia","Germany",2017,1018
"Malaysia","Germany",2018,1168
"Malaysia","Germany",2019,1215
"Malaysia","Germany",2020,1329
"Malaysia","Germany",2021,1275
"Malaysia","Ghana",2017,..
"Malaysia","Ghana",2018,..
"Malaysia","Ghana",2019,..
"Malaysia","Ghana",2020,..
"Malaysia","Ghana",2021,..
"Malaysia","Gibraltar",2017,..
"Malaysia","Gibraltar",2018,..
"Malaysia","Gibraltar",2019,..
"Malaysia","Gibraltar",2020,..
"Malaysia","Gibraltar",2021,..
"Malaysia","Greece",2017,..
"Malaysia","Greece",2018,..
"Malaysia","Greece",2019,1
"Malaysia","Greece",2020,..
"Malaysia","Greece",2021,..
"Malaysia","Greenland",2017,..
"Malaysia","Greenland",2018,..
"Malaysia","Greenland",2019,..
"Malaysia","Greenland",2020,..
"Malaysia","Greenland",2021,..
"Malaysia","Grenada",2017,2
"Malaysia","Grenada",2018,4
"Malaysia","Grenada",2019,..
"Malaysia","Grenada",2020,..
"Malaysia","Grenada",2021,..
"Malaysia","Guadeloupe",2017,..
"Malaysia","Guadeloupe",2018,..
"Malaysia","Guadeloupe",2019,..
"Malaysia","Guadeloupe",2020,..
"Malaysia","Guadeloupe",2021,..
"Malaysia","Guam",2017,..
"Malaysia","Guam",2018,..
"Malaysia","Guam",2019,..
"Malaysia","Guam",2020,..
"Malaysia","Guam",2021,..
"Malaysia","Guatemala",2017,..
"Malaysia","Guatemala",2018,..
"Malaysia","Guatemala",2019,..
"Malaysia","Guatemala",2020,..
"Malaysia","Guatemala",2021,..
"Malaysia","Guernsey",2017,..
"Malaysia","Guernsey",2018,..
"Malaysia","Guernsey",2019,..
"Malaysia","Guernsey",2020,..
"Malaysia","Guernsey",2021,..
"Malaysia","Guinea",2017,..
"Malaysia","Guinea",2018,..
"Malaysia","Guinea",2019,..
"Malaysia","Guinea",2020,..
"Malaysia","Guinea",2021,..
"Malaysia","Guinea-Bissau",2017,..
"Malaysia","Guinea-Bissau",2018,..
"Malaysia","Guinea-Bissau",2019,..
"Malaysia","Guinea-Bissau",2020,..
"Malaysia","Guinea-Bissau",2021,..
"Malaysia","Guyana",2017,..
"Malaysia","Guyana",2018,..
"Malaysia","Guyana",2019,..
"Malaysia","Guyana",2020,..
"Malaysia","Guyana",2021,..
"Malaysia","Haiti",2017,..
"Malaysia","Haiti",2018,..
"Malaysia","Haiti",2019,..
"Malaysia","Haiti",2020,..
"Malaysia","Haiti",2021,..
"Malaysia","Holy See",2017,..
"Malaysia","Holy See",2018,..
"Malaysia","Holy See",2019,..
"Malaysia","Holy See",2020,..
"Malaysia","Holy See",2021,..
"Malaysia","Honduras",2017,..
"Malaysia","Honduras",2018,..
"Malaysia","Honduras",2019,..
"Malaysia","Honduras",2020,..
"Malaysia","Honduras",2021,..
"Malaysia","Hungary",2017,13
"Malaysia","Hungary",2018,13
"Malaysia","Hungary",2019,20
"Malaysia","Hungary",2020,36
"Malaysia","Hungary",2021,48
"Malaysia","Iceland",2017,..
"Malaysia","Iceland",2018,..
"Malaysia","Iceland",2019,1
"Malaysia","Iceland",2020,..
"Malaysia","Iceland",2021,1
"Malaysia","India",2017,1638
"Malaysia","India",2018,1235
"Malaysia","India",2019,1087
"Malaysia","India",2020,1353
"Malaysia","India",2021,335
"Malaysia","Indonesia",2017,1644
"Malaysia","Indonesia",2018,1745
"Malaysia","Indonesia",2019,..
"Malaysia","Indonesia",2020,..
"Malaysia","Indonesia",2021,..
"Malaysia","Iran (Islamic Republic of)",2017,..
"Malaysia","Iran (Islamic Republic of)",2018,1
"Malaysia","Iran (Islamic Republic of)",2019,1
"Malaysia","Iran (Islamic Republic of)",2020,2
"Malaysia","Iran (Islamic Republic of)",2021,..
"Malaysia","Iraq",2017,..
"Malaysia","Iraq",2018,..
"Malaysia","Iraq",2019,..
"Malaysia","Iraq",2020,..
"Malaysia","Iraq",2021,..
"Malaysia","Ireland",2017,1397
"Malaysia","Ireland",2018,1430
"Malaysia","Ireland",2019,1319
"Malaysia","Ireland",2020,1271
"Malaysia","Ireland",2021,1000
"Malaysia","Isle of Man",2017,..
"Malaysia","Isle of Man",2018,..
"Malaysia","Isle of Man",2019,..
"Malaysia","Isle of Man",2020,..
"Malaysia","Isle of Man",2021,..
"Malaysia","Israel",2017,..
"Malaysia","Israel",2018,..
"Malaysia","Israel",2019,..
"Malaysia","Israel",2020,..
"Malaysia","Israel",2021,..
"Malaysia","Italy",2017,28
"Malaysia","Italy",2018,45
"Malaysia","Italy",2019,38
"Malaysia","Italy",2020,40
"Malaysia","Italy",2021,34
"Malaysia","Jamaica",2017,..
"Malaysia","Jamaica",2018,..
"Malaysia","Jamaica",2019,..
"Malaysia","Jamaica",2020,..
"Malaysia","Jamaica",2021,..
"Malaysia","Japan",2017,2439
"Malaysia","Japan",2018,2600
"Malaysia","Japan",2019,2681
"Malaysia","Japan",2020,2695
"Malaysia","Japan",2021,2443
"Malaysia","Jersey",2017,..
"Malaysia","Jersey",2018,..
"Malaysia","Jersey",2019,..
"Malaysia","Jersey",2020,..
"Malaysia","Jersey",2021,..
"Malaysia","Jordan",2017,1890
"Malaysia","Jordan",2018,923
"Malaysia","Jordan",2019,932
"Malaysia","Jordan",2020,735
"Malaysia","Jordan",2021,837
"Malaysia","Kazakhstan",2017,..
"Malaysia","Kazakhstan",2018,7
"Malaysia","Kazakhstan",2019,..
"Malaysia","Kazakhstan",2020,..
"Malaysia","Kazakhstan",2021,..
"Malaysia","Kenya",2017,8
"Malaysia","Kenya",2018,..
"Malaysia","Kenya",2019,2
"Malaysia","Kenya",2020,..
"Malaysia","Kenya",2021,..
"Malaysia","Kiribati",2017,..
"Malaysia","Kiribati",2018,..
"Malaysia","Kiribati",2019,..
"Malaysia","Kiribati",2020,..
"Malaysia","Kiribati",2021,..
"Malaysia","Kuwait",2017,..
"Malaysia","Kuwait",2018,..
"Malaysia","Kuwait",2019,..
"Malaysia","Kuwait",2020,..
"Malaysia","Kuwait",2021,..
"Malaysia","Kyrgyzstan",2017,..
"Malaysia","Kyrgyzstan",2018,..
"Malaysia","Kyrgyzstan",2019,..
"Malaysia","Kyrgyzstan",2020,..
"Malaysia","Kyrgyzstan",2021,..
"Malaysia","Lao People's Democratic Republic",2017,..
"Malaysia","Lao People's Democratic Republic",2018,..
"Malaysia","Lao People's Democratic Republic",2019,..
"Malaysia","Lao People's Democratic Republic",2020,..
"Malaysia","Lao People's Democratic Republic",2021,..
"Malaysia","Latvia",2017,1
"Malaysia","Latvia",2018,1
"Malaysia","Latvia",2019,1
"Malaysia","Latvia",2020,..
"Malaysia","Latvia",2021,..
"Malaysia","Lebanon",2017,..
"Malaysia","Lebanon",2018,..
"Malaysia","Lebanon",2019,..
"Malaysia","Lebanon",2020,..
"Malaysia","Lebanon",2021,..
"Malaysia","Lesotho",2017,..
"Malaysia","Lesotho",2018,..
"Malaysia","Lesotho",2019,..
"Malaysia","Lesotho",2020,..
"Malaysia","Lesotho",2021,..
"Malaysia","Liberia",2017,..
"Malaysia","Liberia",2018,..
"Malaysia","Liberia",2019,..
"Malaysia","Liberia",2020,..
"Malaysia","Liberia",2021,..
"Malaysia","Libya",2017,..
"Malaysia","Libya",2018,..
"Malaysia","Libya",2019,..
"Malaysia","Libya",2020,..
"Malaysia","Libya",2021,..
"Malaysia","Liechtenstein",2017,1
"Malaysia","Liechtenstein",2018,1
"Malaysia","Liechtenstein",2019,1
"Malaysia","Liechtenstein",2020,1
"Malaysia","Liechtenstein",2021,..
"Malaysia","Lithuania",2017,..
"Malaysia","Lithuania",2018,4
"Malaysia","Lithuania",2019,4
"Malaysia","Lithuania",2020,5
"Malaysia","Lithuania",2021,11
"Malaysia","Luxembourg",2017,4
"Malaysia","Luxembourg",2018,6
"Malaysia","Luxembourg",2019,4
"Malaysia","Luxembourg",2020,3
"Malaysia","Luxembourg",2021,..
"Malaysia","Madagascar",2017,..
"Malaysia","Madagascar",2018,..
"Malaysia","Madagascar",2019,..
"Malaysia","Madagascar",2020,..
"Malaysia","Madagascar",2021,..
"Malaysia","Malawi",2017,..
"Malaysia","Malawi",2018,..
"Malaysia","Malawi",2019,..
"Malaysia","Malawi",2020,..
"Malaysia","Malawi",2021,..
"Malaysia","Malaysia",2017,..
"Malaysia","Malaysia",2018,..
"Malaysia","Malaysia",2019,..
"Malaysia","Malaysia",2020,..
"Malaysia","Malaysia",2021,..
"Malaysia","Maldives",2017,..
"Malaysia","Maldives",2018,..
"Malaysia","Maldives",2019,..
"Malaysia","Maldives",2020,..
"Malaysia","Maldives",2021,..
"Malaysia","Mali",2017,..
"Malaysia","Mali",2018,..
"Malaysia","Mali",2019,..
"Malaysia","Mali",2020,..
"Malaysia","Mali",2021,..
"Malaysia","Malta",2017,1
"Malaysia","Malta",2018,7
"Malaysia","Malta",2019,7
"Malaysia","Malta",2020,9
"Malaysia","Malta",2021,6
"Malaysia","Marshall Islands",2017,..
"Malaysia","Marshall Islands",2018,..
"Malaysia","Marshall Islands",2019,..
"Malaysia","Marshall Islands",2020,..
"Malaysia","Marshall Islands",2021,..
"Malaysia","Martinique",2017,..
"Malaysia","Martinique",2018,..
"Malaysia","Martinique",2019,..
"Malaysia","Martinique",2020,..
"Malaysia","Martinique",2021,..
"Malaysia","Mauritania",2017,..
"Malaysia","Mauritania",2018,..
"Malaysia","Mauritania",2019,..
"Malaysia","Mauritania",2020,..
"Malaysia","Mauritania",2021,..
"Malaysia","Mauritius",2017,2
"Malaysia","Mauritius",2018,..
"Malaysia","Mauritius",2019,..
"Malaysia","Mauritius",2020,..
"Malaysia","Mauritius",2021,1
"Malaysia","Mayotte",2017,..
"Malaysia","Mayotte",2018,..
"Malaysia","Mayotte",2019,..
"Malaysia","Mayotte",2020,..
"Malaysia","Mayotte",2021,..
"Malaysia","Mexico",2017,..
"Malaysia","Mexico",2018,..
"Malaysia","Mexico",2019,..
"Malaysia","Mexico",2020,..
"Malaysia","Mexico",2021,..
"Malaysia","Micronesia (Federated States of)",2017,..
"Malaysia","Micronesia (Federated States of)",2018,..
"Malaysia","Micronesia (Federated States of)",2019,..
"Malaysia","Micronesia (Federated States of)",2020,..
"Malaysia","Micronesia (Federated States of)",2021,..
"Malaysia","Monaco",2017,..
"Malaysia","Monaco",2018,..
"Malaysia","Monaco",2019,..
"Malaysia","Monaco",2020,1
"Malaysia","Monaco",2021,..
"Malaysia","Mongolia",2017,1
"Malaysia","Mongolia",2018,..
"Malaysia","Mongolia",2019,..
"Malaysia","Mongolia",2020,..
"Malaysia","Mongolia",2021,..
"Malaysia","Montenegro",2017,..
"Malaysia","Montenegro",2018,..
"Malaysia","Montenegro",2019,..
"Malaysia","Montenegro",2020,..
"Malaysia","Montenegro",2021,..
"Malaysia","Montserrat",2017,..
"Malaysia","Montserrat",2018,..
"Malaysia","Montserrat",2019,..
"Malaysia","Montserrat",2020,..
"Malaysia","Montserrat",2021,..
"Malaysia","Morocco",2017,24
"Malaysia","Morocco",2018,120
"Malaysia","Morocco",2019,114
"Malaysia","Morocco",2020,112
"Malaysia","Morocco",2021,108
"Malaysia","Mozambique",2017,..
"Malaysia","Mozambique",2018,..
"Malaysia","Mozambique",2019,..
"Malaysia","Mozambique",2020,..
"Malaysia","Mozambique",2021,..
"Malaysia","Myanmar",2017,..
"Malaysia","Myanmar",2018,..
"Malaysia","Myanmar",2019,..
"Malaysia","Myanmar",2020,..
"Malaysia","Myanmar",2021,..
"Malaysia","Namibia",2017,..
"Malaysia","Namibia",2018,..
"Malaysia","Namibia",2019,..
"Malaysia","Namibia",2020,1
"Malaysia","Namibia",2021,..
"Malaysia","Nauru",2017,..
"Malaysia","Nauru",2018,..
"Malaysia","Nauru",2019,..
"Malaysia","Nauru",2020,..
"Malaysia","Nauru",2021,..
"Malaysia","Nepal",2017,..
"Malaysia","Nepal",2018,..
"Malaysia","Nepal",2019,..
"Malaysia","Nepal",2020,..
"Malaysia","Nepal",2021,..
"Malaysia","Netherlands",2017,116
"Malaysia","Netherlands",2018,120
"Malaysia","Netherlands",2019,125
"Malaysia","Netherlands",2020,..
"Malaysia","Netherlands",2021,..
"Malaysia","New Caledonia",2017,..
"Malaysia","New Caledonia",2018,..
"Malaysia","New Caledonia",2019,..
"Malaysia","New Caledonia",2020,..
"Malaysia","New Caledonia",2021,..
"Malaysia","New Zealand",2017,1730.06646
"Malaysia","New Zealand",2018,1853.75465
"Malaysia","New Zealand",2019,1642.43129
"Malaysia","New Zealand",2020,1184.51714
"Malaysia","New Zealand",2021,776.5
"Malaysia","Nicaragua",2017,..
"Malaysia","Nicaragua",2018,..
"Malaysia","Nicaragua",2019,..
"Malaysia","Nicaragua",2020,..
"Malaysia","Nicaragua",2021,..
"Malaysia","Niger",2017,..
"Malaysia","Niger",2018,..
"Malaysia","Niger",2019,..
"Malaysia","Niger",2020,..
"Malaysia","Niger",2021,..
"Malaysia","Nigeria",2017,..
"Malaysia","Nigeria",2018,..
"Malaysia","Nigeria",2019,..
"Malaysia","Nigeria",2020,..
"Malaysia","Nigeria",2021,..
"Malaysia","Niue",2017,..
"Malaysia","Niue",2018,..
"Malaysia","Niue",2019,..
"Malaysia","Niue",2020,..
